the glue,клей,#N/A,1,ссини,2,ссини,2,ссини,2,"клей, ссини (пластмасса тоже)","1,2",сину,2,сини,2,шини,2,шини,2,,,шини,2,,,син,2,сина додан,2,"сину (ав), по нашему не знаю",2,клей,1,син,2,yapışqan,3,"къалыкъ, клей, чырыш","1,4,5",сину,2
the bridge,мост,the bridge,1,кьеру,2,кьеру,2,кьеру,2,кьеру,2,кьеру,2,кьеру,2,кьира,2,кьира,2,,,,,,,кьер,2,кьер,2,,,кьер,2,кьер,2,körpü,3,кёпюр,3,кьо,4
the friend,"друг, приятель",the friend,1,чокъа,2,"чокъа, гъалмагъ - аварское","2,3",чокъа,2,чокъа,2,чокъа,2,"гъалмагъ, гьудул","3,4",гьамагъе,3,гьамагъе,3,,,ц1еве,5,,,0,,"гьудул, гьалмагъ","3,4",гьалмагъ,3,гъалмагъ,3,гъалмагъ,3,dost,6,"къурдаш, ёлдаш, ювукъ, дост ёлдаш","6,7,8,9",гьудул,4
the nail,гвоздь,the nail,1,"гьаНк1ва, х1аНк1ва","2,3",гьанк1ва,2,гьанк1ва,2,гьанк1ва,2,гьанк1ва,2,гьанк1ва,2,микъе,4,микъе,4,,,микъе,4,,,гьáкIва,2,гьанк1ва,2,гьанк1ва,2,гьанк1ва,2,гьанк1ва,2,dırnaq,5,"мых, чюй","6,7",магI,8
the fork(2)/pitchfork,вилы,#N/A,1,к1ваНкьа,2,к1ванкьа,2,к1ванкьа,2,к1ванкьа,2,к1ванкье,2,к1онкьа,2,лъано,3,лъано,3,,,лъано,3,,,кIвáНкьа,2,к1ванкьа,2,к1ванкьа,2,к1ванкьа,2,к1ванкьа,2,yaba,4,сенек,5,,
the tongs,"щипцы, клещи",the tongs,"1,2",гъец1е,3,гъец1е,3,гъец1е,3,гъец1е,3,гъец1е,3,гъец1и,3,гьец1и,3,?,,,,,,,,гъецIв,3,гьец1,3,гьец1,3,гьец1,3,гьец1,3,maşa (щипцы),4,"маша, келпете","4,5",гъецI,3
the pumpkin or squash,тыква,the pumpkin or squash,1,,,,,,,да,1,да,1,хъабахъ,2,хъабахъо,2,хъабахъо,2,,,,,,,гамýз,3,дажик1,4,дажик1,4,дажик1,4,дажик1,4,balqabaq,5,къабакъ,2,хъабахъ,2
the spoon,ложка,the spoon,1,"бегьун, гъеру","2,3",первое (второе - деревянная),"2,3",первое (второе - деревянная),"2,3",первое (второе - деревянная),"2,3",первое (второе - деревянная),"2,3",бегьун,2,сиква,4,сиква,4,,,,,,,"квагь - глубокая, бегьýн - неглубокая","2,5",бегьун,2,бегьун,2,бегьун,2,бегьун,2,qaşıq,6,къашыкъ,6,"гъуд, балухъ, бугьун","2,7,8"
the soul or spirit,"душа, дух",#N/A,1,"дару-дарман, рак1ва, рух1е","2,3,4",второе и третье,"3,4",рух1е,4,рух1е,4,рух1е,4,рух1,4,рух1и,4,,,,,рух1и,4,,,"рáкIва, рухI","3,4","ракъва, рух1 тоже есть","3,4",рак1о,3,рак1ва,3,,,can,5,"ругь, жан, юрек",6,рухI,4
the mirror,зеркало,the mirror,1,"мат1у, бек1иНдоб","2,3",мат1у (и стекло тоже) (смотрящее зеркало бек1индоб мат1у),2,мат1у (и стекло тоже) (смотрящее зеркало бек1индоб мат1у),2,мат1у (просто стекло),2,мат1у (и стекло тоже) (смотрящее зеркало бек1индоб мат1у),2,мат1у,2,мат1у,2,мат1у,2,мат1у,2,мат1у,2,мат1у,2,матIý,2,мат1,2,мат1,2,мат1,2,мат1,2,güzgü,3,гюзгю,3,матIу,2
the drum,барабан,the drum,1,дане,2,дане,2,дане,2,дане,2,"барабан, жергъен бубен","1,3",дану,2,,,гвама,4,гвама,4,,,,,двай,4,двай,4,двай,4,двай,4,двай,4,nağara,5,"накъыра, барабан","5,6",,
the maize/corn,кукуруза,the maize/corn,1,щамакъуру,2,щамакъеру,2,шамакъуру,2,шамакъуру,2,шамакъуру,2,х1еч1къир,3,ч1акъиру,3,ч1акъиру,3,,,,,,,чакáлъара,3,шамакъар,2,шамакъар,2,шамакъар,2,шамакъар,2,qarğıdalı,4,гьабижай,5,цIоросаролъ,6
the slave,раб,the slave,1,лагъе,2,"хъазахъ, лагъе тоже можно","2,3",лагъ (ав),2,лагъ (ав),2,лагъ,2,лагъи,2,лагъи,2,?,,,,,,,,лагъ,2,"лагъ это по-аварски,",2,,,гъаравуш (за меня работающий человек),4,лагъ,2,qul,5,къул,5,лагъ,2
the needle(1),игла,the needle(1),1,"бежун, къиНдоб","2,3",первое (второй слово - “шьющая”),2,первое (второй слово - “шьющая”),2,первое (второй слово - “шьющая”),2,первое (второй слово - “шьющая”),2,бежун,2,межу,4,межу,4,,,межу,4,,,бéжун,2,бежун,2,бежун,2,бежун,2,бежун,2,iynə,5,ине,5,рукIкIен,6
the corpse,труп,the corpse,1,джаназа,2,джаназа,2,джаназа,2,джаназа,2,"мусру, джаназа подтвердил","2,3","мусру, джаназа подтвердил","2,3",жаназа,2,джаназа,2,,,,,,,къаркъáла,4,"жаназа (ав, подтвердил)",2,жаназа,2,жаназа,2,жаназа,2,cəsəd,5,"оьлген къаркъара, сюек","5,6","жаназа (человеческий), балкан (животное)",2
the work,работа,the work,1,ришаНхъер,2,ришаНхъер,2,ришаНхъер,2,ришаНхъер,2,ришаНхъер,2,тухала,3,кукъи,4,кукъи,4,,,,,,,"тóхала, хIалтIи, хIáлтIидар","3,4,5",х1алт1и,4,,,тухали,3,тухали,3,iş,6,иш,6,хIалтIи,4
the flour,мука (пшеничная),the flour,1,хъороб,2,хъороб,2,хъороб,2,хъороб,2,хъороб,2,хъолур,2,аталълъи,3,аталълъи,3,,,,,,,гьатI,4,гьат1,4,,,гьат1,4,гьат1,4,un,5,ун,5,"гIазаб, гIакъуба","6,7"
the axe/ax,топор,the axe/ax,1,аНжито,2,аНжито,2,аНжито,2,анжитобо,2,анжито(бо),2,г1анжит,2,ажите,2,ажите,2,,,,,,,аНжитв,2,анжит,2,анжит,2,анжит,2,анжит,2,balta,3,балта,3,гIащтIи,4
the floor,пол,#N/A,1,0,,ч1абар,2,"гьардис мак1ва, ч1абар подтвердил","2,3","гьардис мак1ва, ч1абар земляной пол","2,3","гьардис мак1ва, ч1абар подтвердил","2,3","гьардис мак1ва, ч1абар подтвердил","2,3",къода,4,къода,4,,,,,,,чIарбил,5,хатах мак1а,6,,,хатах мак1а,6,хатах мак1а,6,mərtəbə,7,"жабар, уьйню тюбю, ер","8,9,10",рукъалъул чIабар,11
the cat,кошка,the cat,1,"иссо, бугъурк1а","2,3",иссо (второе не то),2,иссо,2,иссо,2,иссо,2,кету,4,кето,4,кету,4,,,,,,,китв,4,чет,5,чет,5,чет,5,чет,5,pişik,6,мишик,6,"кето, гъанцIа, гъецI","7,8,9"
the wall,стена,the wall,1,къиН,2,къин,2,къиН,2,къиНй,2,къийН,2,къин,2,къеда,2,къеда,2,,,,,,,къин,2,къинда,2,къинда,2,къинда,2,къинда,2,divar,3,"там, чыр","4,5",къед,2
the cattle,крупный рогатый скот,the cattle,1,х1ванил1,2,бец1ур (в словаре непонятно),3,,,,,,,,,,,,,,,,,,,бечI,4,х1айванади,2,,,,,,,mal-qara,6,къара тувар (рогатый скот),7,"чIегIербоцIи, ħaywan","2,8"
the debt,долг,#N/A,1,"т1адаб, парз","2,3",къарз,4,къарз,4,"налъи ав, къарз подтвердил","4,5","налъи ав, къарз подтвердил","4,5",гьеби,6,гьебе,6,гьебе,6,,,"къази, гьебе тоже подтвердил","4,6",,,"къарз, нáлгьи, парз","2,4,5",къаз,4,налъи,5,"къаз, налъи","4,5","кьарз, налъи","4,5",borc,7,борч,7,"налъи, борч, тIадаб жо, гьабизе тIадаб иш, къарз","4,5,7"
the pig,свинья,the pig,1,"болъон, дуНгъуз, хъапан","2,3,4","первое, (дунгуз - это трутень)",2,болъон,2,болъон,2,"хъабан дикая, болъон домащняя после разудмичй","2,4",болъон,2,болъо,2,подтвердил,2,,,,,,,"болгьóн, дуНгъýз","2,3",болъон,2,,,болъон,2,болъон,2,donuz,2,донгуз,2,болъон,2
the cock/rooster,петух,the cock/rooster,1,хъут1а,2,хъут1а,2,хъут1а,2,хъут1а,2,хъут1а,2,хъут1а,2,хъелеко,3,хъелеко,3,,,,,,,куНтIáб,2,гьелеко,4,,,гьелеко,4,гьелеко,4,sik,5,хораз,6,хIелеко,4
the belt,"ремень, пояс",the belt,1,рачвал,2,рачвал,2,рачвал,2,рачвал,2,рачвал,2,рачвал,2,ракьича,3,ракьича,3,,,,,,,]áНтIа / ČáНтIа,4,рижва,5,,,рижва,5,рижва,5,qayış (ремень),6,къайыш; белбав,"6,7","рачел, гIарщ, хьвацIил чIоло","8,9,10"
the thread,нитка,the thread,1,рекун,2,рекун,2,"кару, рекун подтвердил, даже больше подходит","2,3",рекун,2,рекун,2,кору,3,квари,4,квари,4,,,,,,,квар,4,квар,4,,,квар,4,квар,4,sap,5,йип,6,"квасул, чиллайдул ва гь.ц. кун","7,8"
the iron,железо,the iron,1,куба,2,куба,2,куба,2,куба,2,куба,2,куба,2,рач1ихе,3,рач1ихе,3,,,рач1ихе,3,,,кýба,2,куба,2,куба,2,куба,2,куба,2,dəmir,4,темир,4,махх,5
the grandmother,бабушка (обращение),#N/A,1,гьерк1айлйа,2,гьерк1айле,2,гьерк1аила,2,ила,3,ила,3,илаба,3,,,ила,3,ила,3,,,,,гьиНчIайла,4,ила,3,илабаба,3,илабаба,3,илабаба,3,nənə,5,уллу ана,6,#N/A,
the wolf,волк,the wolf,1,"бац1а, хъумур","2,3",бац1а,2,бац1а,2,бац1а,2,бац1а,2,бац1а,2,бач1а,2,бач1а,2,,,бач1а,2,,,бáцIа,2,бац1а,2,бац1а,2,бац1а,2,бац1а,2,canavar,4,бёрю,5,бацI,2
the widow,вдова,the widow,1,къоролай,2,къоролай,2,къоролай,2,къоролай,2,къоролай,2,къоролай,2,,,къорола,2,къорола,2,,,,,къорóлай,2,къоролай,2,къоролай,2,къоролай,2,къоролай,2,dul,3,тул къатын,3,къоролай,2
the grandfather,дедушка (обращение),#N/A,1,гьерк1айма,2,гьерк1айма,2,гьерк1айма,2,имиа,3,имиа,3,имадада,3,има,3,има,3,,,има,3,,,гьиНчIáвима // гьиНчIáйма,4,гьеч1о има,4,имадада,5,гьеч1о има,4,има,3,baba,6,уллу ата,7,"кIудада, кIудияв эмен","8,9"
the mushroom,гриб,the mushroom,1,режабо,2,режабо,2,режба,2,режабо,2,режабо,2,г1урдалх1ан,3,г1урдах1е,3,,,,,г1урдах1е,3,,,губ,4,торша,5,"г1урдах1ан (торша на гриб может тоже говорят, не знает)",6,г1урдах1ан,6,шайт1анилъ торша (круг черта),7,göbələk,8,къолкъотур,9,гIурдахIан,6
the voice,голос,the voice,1,лъарч1ч1у,2,лъарч1ч1у,2,лъарч1ч1у,2,лъарч1ч1у,2,лъарч1ч1у,2,гьарч1у,2,лъац1о,3,лъац1о,3,,,лъац1о,3,,,хIащIв,4,гьач1,4,гьач1,4,гьач1в,4,гьач1в,4,səs,5,"тавуш, аваз, сес","5,6,7",гьаракь,8
the guest,гость,the guest,1,ц1ц1ев,2,ц1ц1ев,2,ц1ц1ев,2,ц1ц1ев,2,ц1ц1ев,2,ц1е,2,ц1еве,2,ц1еве,2,,,ц1еве,2,,,Čēв,2,ц1ев,2,ц1ев,2,ц1ев,2,ц1ев,2,qonaq,3,къонакъ,3,гьобол,4
the beak,клюв,the beak,1,суНк1а,2,суНк1а,2,суНк1а,2,суНк1а,2,суНк1а,2,гозо,3,миъи,4,миъи,4,,,миг1а,5,,,хоНхóл // хваНхáл,6,сунк1а (как рот),2,сунк1а (как рот),2,сунк1а (как рот),2,птицы нос,7,dimdik,8,къуш бурун,9,гозо,3
the wedding,свадьба,the wedding,1,бертен,2,бертен,2,бертен,2,бертен,2,бертен,2,бертен,2,мети,3,мети,3,,,,,,,бéртен,2,бетин,2,,,бертин,2,бертин,2,toy,4,той,4,бертин,2
the spider,паук,the spider,1,ххаразан,2,ххаразан,2,ххаразан,2,ххаразан,2,харазан,2,синдаркьу,3,хъахъара,4,подтвердил,4,,,,,,,нисхъара,5,балугьан,6,,,палигьан,6,хъаранис,7,hörümçək,8,"мияма, мия","9,10","нусиреч (къорола, гIанкабутI)",11
the flower,цветок,the flower,1,ццицци,2,ццицци,2,ццицци,2,ццицци,2,цици,2,гиргин,3,цици,2,цици,2,,,,,,,гигин,3,цици,2,цици,2,цици,2,цици,2,gül,4,чечек,5,тIегь,6
the scar,шрам,#N/A,1,"аНже,т1амер","2,3",анже,2,андже,2,андже,2,андже,2,рогъун,4,дигъи,5,подтвердил,5,,,,,,,ащ,2,"анл1а, анж подтверждает","2,7",анж,2,анж,2,анж,2,çapıq,8,яра дамгъа,9,ругънал (хутIараб) гIуж,10
the shoulderblade,лопатка (часть тела),#N/A,1,аъу,2,аъу,2,цолом,3,не слышал,,"цолон, аъу - плечо",3,"лопатка, аъу нет (или плечо просто говорят)",1,,,?,,,,,,,,абáгван,4,0,5,,,реля,6,реля - кисть,6,çiyin,7,яврункъалакъ,8,бугьналага,9
the dust,пыль,the dust,1,х1уре,2,х1уре,2,х1уре,2,х1уре,2,х1уре,2,х1ури,2,тата,3,тата,3,,,,,,,дáра,4,х1ур,2,,,х1ур,2,х1ур,2,toz,5,чанг,6,хIур,2
the lizard,ящерица,the lizard,1,аНччу,2,аНччу,2,аНччу,2,аНччу,2,аНччу,2,к1анччи,3, к1аццара,4,подтвердил,4,,,,,,,"чIаНщв / кI’аНщв, гьолгьол - зеленая",5,к1аншва,5,к1аншо,5,к1аншо,5,к1аншо,5,kərtənkələ,6,гесертки,7,кьинч,5
the old man,старик,#N/A,1,0,,вохаров адам,2,герк1яйма,3,"вохраво гьек1ва, бехар",2,оба,"2,3",вухарув адам,2,описательно,4,,,,,,,,,0,,вагьарув гьек1ва,2,вагьарув,2,вагьарув гьек1ва,2,вагьарув гьк1ва,2,qoca,5,"къарт гиши, къарт",6,херав чи,7
the ladder,лестница (приставная),#N/A,1,"бергьо, мулъур, к1вац1ел","2,3,4",первое,2,бергьо (обе),2,к1вац1елди (ступени) бергьо переноска,"2,4","квац1елди, бергьо","2,4",второе,3,мулъура,3,мулъура,3,,,,,,,милгьа,5,болъа,6,болъа,6,болъа,6,болъа,6,merdiven,7,батгъыч; канзилер,"8,9","мали, болъо","6,10"
the thing,"вещь, предмет",#N/A,1,"раг1мач, къай, къай-матах1","2,3,4",гьедела,5,ц1ебдала,6,ц1ебдала,6,гьоб гьедела,6,"т1агьил (посуда), жила (одежда)","7,8",чула,9,гьудубе,10,,,чула,9,,,0,,0,,гьо дан,11,гьо дан,11,не знаю,,şey,12,зат,13,"жо, предмет",14
the boar,"кабан, боров, вервь",#N/A,"1,2,3","болъон, хъабан","3,4","второе, первое","3,4",хъапан,3,хъапан,3,хъапан,3,хъабан,3,болъо,4,болъо,4,,,болъо,4,,,"гьиНчIáб, хъапáн","3,5",болълъон,4,хъабан,3,болълъон,4,болъон,4,qaban,3,къабан,3,хъабан болъон,"3,4"
gate,ворота,,1,кав,2,кав,2,къелу,3,кав,2,къелу,3,кав,2,ко,2,ко,2,,,ко,2,,,кав,2,къила,3,каву (къил неясно что),2,каву,2,каву,2,darvaza,4,"къапулар, къапу","5,6",NA,
the door or gate,дверь,the door or gate,1,гьиНц1ц1у,2,гьиНц1ц1у,2,гьиНц1ц1у,2,гьиНц1ц1у,2,гьиНц1ц1у,2,гьиНц1у,2,иц1о,3,иц1о,3,,,иц1о,3,,,гьуНČв,4,гьунц1а,4,гьунц1а,4,гьунц1а,4,гьунц1а,4,qapı,5,эшик,6,"нуцIа, рагьу","7,8"
the orphan,сирота,the orphan,1,"гьач1об, йазихъоб","2,3",илъатоб мак1е (ребенок без отца) - в словаре просто не имеющий),4,илъатоб,4,илъатоб,4,илъат,4,бесдал мак1и,5,,,?,,,,,,,,йатим,6,ила има воч1о мач1и (йатим без родителей),7,,,бесталав,4,бесталяв,4,yetim,6,"етим, оьксюз","6,8","бесдал лъимер, ятим","4,6"
the steam,пар,#N/A,1,гьай,2,гьай,2,,,гьай,2,гьай,2,х1охьил,3,,,асси,4,,,,,,,гьай,2,гьай,2,,,"х1охиль, гьай подтвердил","2,5","х1охиль, гьай подтвердили (даже лучше, х1оххиль - изо рта пар)","2,5",buxar,6,"пус, пар","7,8",хIухьел,2
the frog,лягушка,the frog,1,къоркъо,2,къоркъо,2,къоркъо,2,къоркъо,2,къоркъо,2,къоркъо,2,кокъо,2,подтвердил,2,,,,,,,къоркъ,2,къоркъ,2,,,къоркъ,2,къоркъ,2,qurbağa,3,бакъа,4,къверкъ,2
the ring,кольцо,the ring,1,лъиц1елащун,2,лъиц1елешун,2,лъиц1елешун,2,"нишу, лъиц1елешун","2,3","нишу, лъиц1елешун","2,3",кольцо,1,багьаче,4,багьаче,4,,,багьаче,4,,,"гьиНцIáщуб - на палец, кI’иликI’а // чIи-личIа - железное, къердáр - на рогах, кI’иликI’а // чIиличIа - серебряное на цепочке",5,гьинц1и шо,6,гьинц1и шо,6,гьинц1и шо,6,гьинц1и шо,6,üzük,7,"гьалкъа, юзюк, солгъу, минав","8,9,10,11",гор,12
the song,песня,the song,1,гьаНкье,2,гьаНкье,2,гьаНкье,2,гьаНкье,2,гьаНкье,2,кеч1а,3,никва,4,никва,4,,,,,,,кечI,3,кеч1,3,,,кеч1а (кеч1 аварское),3,кеч1а (кеч1 аварское),3,mahnı,5,"йыр, сарын",6,кечI,3
the bat,летучая мышь,the bat,1,гедеро,2,гедеро,2,подтвердил,2,подтвердил,2,подтвердил,2,къехьилу? шакибо,3,,,?,,,,,,,,мухурáщакиб,4,регьеди эртиндо гьерк1ва (ночью летающая вещь),5,эртиндо гьерква,5,регьеди эртиндо гьерк1ва (ночью летающая вещь),5,эртиндо шакиб,5,yarasa,6,"гечекъуш, варканат",7,"дергело, къохьолъалкIач","8,9"
the earring,"серьга, сережка",the earring,1,"гьаНт1ик1а, паши","2,3","баши, но сейчас говорят гьант1ик1а на ухо вашающая вещь","2,3",гьант1ик1и т1андоб дала,3,,,описательно,,описательно?,,,,кич1о,4,,,,,,,бáши,2,коль (загон тоже),6,,,коль,6,коль,6,küpe,7,"сыргъалар, гьалкъалар","8,9",кIилкIал (мн.ч),"10,11"
the light,свет,#N/A,1,"коно, нуре","2,3",квано,2,квано,2,квано,2,квано,2,кону,2,квани,2,квани,2,,,,,,,"квáНй-цIай, квáНчIар, нур",2,квани,2,,,квани,2,квани,2,yüngül,4,"ярыкъ, шавла",5,"гвангъи, канлъи, нур","6,7,8"
the neighbour,сосед,the neighbour,1,мадугьал,2,мадугьал,2,мадугьал,2,мадугьал,2,мадугьал,2,мадугьал,2,гъекьи эква,3,гъельек1ва,4,,,,,,,мáдугьал,2,мáдугьал,2,мадугьал,2,мадугьал,2,мадугьаль,2,qonşu,5,хоншу,6,"мадугьал, аскIов гIодов чIарав чи","2,7"
the bracelet,браслет,the bracelet,1,кваркъен,2,кваркъен,2,это аварское,2,кваркъен,2,"кваркъен подтверждает, но твердый",2,корхьен,3,,,,,квакъе,2,,,,,кваркъим,2,кванкъил,2,кванкъил,,,,кванкъил,2,bilərzik,4,билезик,5,#N/A,
the clothing or clothes,одежда,the clothing or clothes,1,их1рам,2,рак1яр,3,рак1яр,3,рак1яр,3,рак1яр,3,жила,4,шишакье,5,шишакье,5,,,,,,,гъвáрза,6,гъваза,6,,,гъваза,6,гъваза,6,paltar,7,"опуракъ, гийим","8,9",ретIел-кун,"10,11"
the cave,пещера,the cave,1,,,,,речча,2,речча,2,,,,,,,,,,,,,речча,2,рýщIа,2,реч1а,2,,,"нохъо (ав), реч1а подтвердил","2,4","реч1а, нохъо подтвердила","2,4",mağara,5,анакъ,6,нохъо,4
the arrow,стрела,#N/A,1,"маъа, лъегъер","2,3",маъа (и вилка тоже),2,маъа,2,маъа,2,маъа,2,гьегъир,4, ч1игьо,5, ч1игьо,5,,,,,,,кIýрма,6,бергьунц1уль (вместе лук и стрела),7,ц1уНй,8,"ц1уНй, бергьунц1уль","8,9",бергьунц1уль,9,ox,10,окъ,10,чIор,11
the body,тело,the body,1,"лага, черххе","2,3","къаркъала (лага рост, лага черххе вместе)",4,"къаркъала (лага рост, лага черххе вместе)",4,къаркъала,4,черххе,5,къаркъала,4,къакъала,4,къакъала,4,,,,,,,"къаркъáла, лáга","4,6","къаркъала (ав), лага подтвердил)","4,6","къакъала, лага","4,6",къаркъала,4,къаркъала,4,bədən,7,къаркъара,4,"черх, къаркъала","4,5"
the year,год,the year,1,решин,2,решин,2,решин,2,решин,2,решин,2,релъин,2,реше,2,реше,2,,,реше,2,,,реш,2,решин,2,решин,2,решин,2,решин,2,il,3,йыл,3,"сон, лъагIел","4,5"
the sound or noise,"звук, шум",#N/A,1,,,,,лъарч1ч1у,2,"хъуй шум, лъарч1ч1у","2,3",,,,,,,,,,,,,"хъуй шум, или как голос","2,3","сас, хIащIв","4,5",гьач1в,6,гьач1в,6,гьач1в,6,гьач1в,6,səs (звук/шум),7,"аваз, сес (звук), къавгъа (шум)","7,8,9","гьаракь, сас","4,10"
the temples,висок,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,тIýма,2,входит в лоб гьанд,3,входит в лом гьанд,3,,,гьанд,3,məbəd,4,"къама, чеке, самай","5,6,7",къванща; къванщибакI,8
the skull,череп,#N/A,1,,,,,гьадуал1 ц1ант1ур (головы тарелка),2,не знаю,,,,,,,,,,,,,,не знаю,,0,,мина,3,гвангара,4,гвангара,4,гвангара,4,kəllə,5,"такъа, башны такъасы","6,7","гвангвара, гIадагIо","4,8"
the broom,метла,the broom,1,хъарт1а,2,эрхьу,3,оба есть,"2,3","эрхьу веник, хъарт1а метла","2,3","эрхьу (веник), хъарт1а большая","2,3",хъорт1а,2,квач1и,4,квач1и,4,,,,,,,хъвáНтIа,5,эхьв,6,,,эхьв,6,эхьв,6,süpürgə,7,сибиртки,8,жул,9
the thief,вор,the thief,1,ц1ц1огьор,2,ц1огьор,2,ц1огьор,2,ц1огьор,2,ц1огьор,2,ц1огьор,2,мишухъа,3,мишухъхъа,3,,,мишухъхъа,3,,,Čогьóр,4,ц1огьор,4,ц1огьор,4,ц1огьор,4,ц1огьор,4,oğru,5,уручу,6,цIогьор,4
the father-in-law (of a woman),свёкор,#N/A,1,"имакьер, куНт1а","2,3","имакьер (илакьер - свекровь, то же самое для тестя и тещи)",2,имакьер,2,имакьер,2,имакьер,2,ч1абк1ут1ар,4,имакье,2,имакье,2,,,,,,,имакьар,2,"имакьи (так же тесть), илакьи",2,,,имакьи,2,имакьи,2,qayınatası (отец?),5,къайната (эрни атасы) / нет разницы свёкор - тесть,5,вакьад (росасул эмен),6
the beard,борода,the beard,1,мигаж,2,мигаж,2,мигаж,2,мигаж,2,мигаж,2,мигяж,2,,,мижелълъу,3,мижелълъу,3,,,,,0,,мигаж,2,мигаж,2,мигаж,2,мигаж,2,saqqal,4,сакъал,4,#N/A,
the comb,гребень; расческа,the comb,1,"гьакьу, хъуНдоб, хабалъо-гькьу  - чесалка","2,3,4",гьакьу,2,гьакьу,2,гьакьу,2,гьакьу,2,гьакьу (также семь),2,акьу,2,акьу,2,,,акьу,2,,,гьакьв,2,гьакь,2,гьакь,2,гьакь,2,гьакь,2,yal,5,таракъ,6,гьоркьо (гребень),7
the nape of the neck,затылок,#N/A,1,,,,,гъванша,2,гъванша,2,,,,,,,,,,,,,гъванша,2,гъвáНща,2,гьванша,2,гьванша,2,гьванша,2,гьванша,2,peysəri,3,елке,4,гъванща,2
the dew,роса,#N/A,1,,,,,аса,2,аса ближе,2,,,,,,,,,,,,,аса ближе,2,щиб,3,щим ч1ебе иди,4,,,щим т1аме (роса бросила),4,щим,4,şeh,5,рос чыкъ,6,na,
the bark,кора,#N/A,1,"макъара, хъалу","2,3",первое (второе тоже кожа или кожура),"2,3",хъалу,3,макъара,2,хъало,3,хъал,3,хъали (шкура),3,хъали (шкура),3,,,,,,,хъал,3,хъаль,3,хъал,3,хъал,3,хъал,3,qaysaq,4,къабукъ,5,"макъар, тIасияб хъал","2,6"
the lightning,молния,the lightning,1,пире,2,пире,2,пире,2,пире,2,пире,2,пири,2,,,пири,2,,,,,,,пардáкь,3,"ц1ай рекур, пирк1еч1ир","4,5",,,"пир, пир к1еч1ир",5,реше пардоб,6,ildırım,7,яшмын,8,пири (тIабигIияб),"2,9"
the wasp,оса,the wasp,1,ц1ц1уНц1ц1упера,2,ц1ц1уНц1ц1упера,2,ц1ц1уНц1ц1упера,2,ц1ц1уНц1ц1упера,2,ц1унц1упера,2,0,,кьижвала,3,кьижвара,3,,,,,,,кьижва,3,шайт1ани пера,4,,,шайт1ани пера,4,г1алхул пера,5,arı,6,телижибин,7,кьужна,8
the bow,лук (оружие),#N/A,1,к1аНча,2,тиркач (в словаре - пища),3,тиргач,3,тиргач,3,тиргач,3,гьегъир,4,,,ч1иНгьо,5,,,,,,,цIt,6,бергьунц1уль,7,,,бергьунц1уль,7,пергьунц1уль,7,na,,"жая, къазарху","8,9","чIорбутI, газаргъо","10,11"
the owl,сова,the owl,1,рузе,2,бугьу (рузе филин),"2,3",бугьу,3,рузе,2,рузе,2,"бугьу, рузу (аварское)","2,3",руз,2,"руз аварское, мб буссе?","2,4",,,,,,,бугь,5,руз,2,руз,2,руз,2,руз,2,bayquş,6,"кикимав, обуръябалакъ","7,8",руз,2
the rope,веревка,the rope,1,кару,2,кару,2,кару,2,кару,2,кару,2,кору,2,,,квари,3,,,квари,3,,,квар,3,квар,3,квар,3,квар,3,квар,3,kəndir,4,"йип, аркъан","5,6","квар, батIаргьин, рухьен","3,7,8"
the tick,клещ,#N/A,1,сенал1у,2,сенал1о,2,сенал1о,2,не знает,,сенал1о,2,нет,,,,джиби,3,,,джиби комар,3,,,наČ,4,,,,,,,,,tutarlı pay,5,къасарткъы,6,гьитIинаб нугI,7
the nettle,крапива,the nettle,1,мич1и,2,мич1ч1и,2,мич1ч1и,2,мич1ч1и,2,мич1ч1и,2,ч1еру,3,миц1и,2,миц1и,2,,,,,,,мищI,2,ч1ер,3,ч1ер,3,ч1ер,3,ч1ер,3,gicitkən,4,къычыткъан,4,мичI,2
the foam,пена (на воде),#N/A,1,пале,2,пале,2,пале,2,пале,2,пале,2,,,гьвале,3,гьвале,3,,,,,,,"кьиб, пал","2,4",паль (на воде),2,,,паль,2,паль,2,köpük,5,гёбюк,5,полоп,6
the fish,рыба,the fish,1,ччуг1а,2,ччуг1а,2,ччуг1а,2,ччуг1а,2,ччуг1а,2,ччуг1а,2,чуг1а,2,чуг1а,2,,,,,,,"щвā - крупная, морская, щвáНшкIа",3,щваг1а,3,,,щваг1а,3,щваг1а,3,balıq,4,балыкъ,4,ччугІа,2
the hare,заяц,the hare,1,кьаНк1ала,2,кьаНк1ала,2,к1анкьала,2,к1анкьала,2,к1анкьала,2,кьенк1яла,2,кьак1а,2,кьак1а,2,,,кьак1а,2,,,кьеНчIéл,3,кьанк1ал,3,кьанк1ал,3,кьанк1ал,3,кьанк1ал,3,dovşan,4,"къоян, тавшан","4,5",гIанкI,6
the butterfly,бабочка,the butterfly,1,дидин,2,дидин,2,дидин,2,дидин,2,дидин,2,рик1уч1ел,3,"ни то, ни другое",,к1ужара,,к1ужара,4,,,,,кIáркIима,5,к1алак1ачва,6,к1алак1ачва,6,к1алак1ачва,6,к1алак1ачва,6,kəpənək,7,гюмелек,8,#N/A,
